,winery,variety,country,province,price,points
58218,Dr. H. Thanisch,Riesling,Germany,Mosel-Saar-Ruwer,53.0,91
58219,Domaine Gérard Neumeyer,Pinot Gris,France,Alsace,25.0,89
58220,Thomas Carteron,Rosé,France,Provence,18.0,86
58221,Antadze,Saperavi,Georgia,Kakheti,28.0,90
58222,Jorge Ordóñez &,Muscat of Alexandria,Spain,Andalucia,26.0,91
58223,Kelley Fox,Pinot Noir,US,Oregon,40.0,89
58224,Fall Line,Bordeaux-style Red Blend,US,Washington,35.0,92
58225,Pardas,Bordeaux-style Red Blend,Spain,Catalonia,50.0,93
58226,Le Fonti a,Red Blend,Italy,Tuscany,18.0,86
58227,Alyris,Cabernet Sauvignon,US,California,85.0,91
58228,Skoff,Sauvignon Blanc,Austria,Steiermark,40.0,90
58229,Savannah-Chanelle,Pinot Noir,US,California,45.0,90
58230,Donatella Cinelli Colombini,Sangiovese,Italy,Tuscany,28.0,88
58231,Torbreck,Sémillon,Australia,South Australia,18.0,89
58232,Broman,Cabernet Sauvignon,US,California,48.0,91
58233,Wine Guerrilla,Zinfandel,US,California,42.0,87
58234,Pelassa,Nebbiolo,Italy,Piedmont,28.0,88
58235,Loimer,Riesling,Austria,Kamptal,25.0,89
58236,Wine Spots,Pinot Noir,US,California,25.0,88
58237,Domaine de la,Rhône-style White Blend,France,Rhône Valley,40.0,90
58238,Companhia das Quintas,Portuguese White,Portugal,Bucelas,25.0,91
58239,Vineyard of Pasterick,Syrah,US,California,48.0,87
58240,Francis Ford Coppola,Chardonnay,US,California,19.0,85
58241,Flywheel,Grenache,US,California,28.0,88
58242,Château d'Aydie,Tannat,France,Southwest France,20.0,90
58243,Château Laurou,Red Blend,France,Southwest France,18.0,89
58244,Purple Cowboy,Merlot,US,California,11.0,85
58245,Camigliano,Sangiovese,Italy,Tuscany,55.0,88
58246,College Cellars,Syrah,US,Washington,26.0,87
58247,Masciarelli,Trebbiano,Italy,Central Italy,50.0,93
58248,Château Los Boldos,Chardonnay,Chile,Rapel Valley,13.0,83
58249,Lobo,Cabernet Sauvignon,US,California,58.0,92
58250,Garavin,Cabernet Sauvignon,US,California,105.0,93
58251,Dancing Bull,Chardonnay,US,California,12.0,81
58252,Albert Bichot,Chardonnay,France,Burgundy,185.0,95
58253,Fess Parker,Pinot Noir,US,California,55.0,87
58254,Morandé,Sauvignon Blanc,Chile,Central Valley,7.0,83
58255,Zagan's Fire,Sauvignon Blanc,US,California,15.0,83
58256,Plaisance Ranch,Cabernet Franc,US,Oregon,25.0,87
58257,Pride Mountain,Cabernet Sauvignon,US,California,85.0,96
58258,V. Sattui,Petite Sirah,US,California,26.0,88
58259,Archery Summit,Pinot Noir,US,Oregon,85.0,91
58260,Poggiobello,Pinot Grigio,Italy,Northeastern Italy,24.0,87
58261,Domaine Siret-Courtaud,Pinot Noir-Gamay,France,Loire Valley,16.0,86
58262,McManis,Merlot,US,California,10.0,84
58263,Six Mile Creek,Pinot Noir,US,New York,16.0,87
58264,Villa Russiz,Sauvignon,Italy,Northeastern Italy,62.0,94
58265,Casa Agricola Alexandre,Portuguese Red,Portugal,Alentejano,10.0,86
58266,Le Dôme,Bordeaux-style Red Blend,France,Bordeaux,155.0,94
58267,Raymond,Sauvignon Blanc,US,California,15.0,89
58268,Cantina Produttori San,Sauvignon,Italy,Northeastern Italy,38.0,92
58269,Janzen,Cabernet Sauvignon,US,California,175.0,90
58270,Quinta do Ameal,Loureiro,Portugal,Vinho Verde,16.0,89
58271,Le Bertille,Red Blend,Italy,Tuscany,25.0,88
58272,Maison Champy,Chardonnay,France,Burgundy,130.0,93
58273,Sea Smoke,Chardonnay,US,California,60.0,93
58274,Pasquale Pelissero,Nebbiolo,Italy,Piedmont,40.0,89
58275,Rivetto,Nebbiolo,Italy,Piedmont,149.0,93
58276,Three Rivers,Cabernet Sauvignon,US,Washington,50.0,87
58277,Château les Terrasses,Bordeaux-style Red Blend,France,Bordeaux,10.0,85
58278,Lenné Estate,Pinot Noir,US,Oregon,45.0,91
58279,Olabisi,Petite Sirah,US,California,38.0,88
58280,Jaxon,Syrah,US,Oregon,30.0,91
58281,Hilanda,Monastrell,Spain,Levante,20.0,88
58282,R2,Grenache,US,California,28.0,87
58283,Bella Grace,Vermentino,US,California,27.0,90
58284,Reustle,Grüner Veltliner,US,Oregon,32.0,92
58285,Martin Ray,Cabernet Sauvignon,US,California,65.0,90
58286,Meerea Park,Shiraz,Australia,New South Wales,23.0,90
58287,Mazzocco,Zinfandel,US,California,32.0,88
58288,Koenig Vineyards,Cabernet Sauvignon-Syrah,US,Idaho,25.0,87
58289,Siduri,Pinot Noir,US,Oregon,39.0,88
58290,Geyerhof,Grüner Veltliner,Austria,Kremstal,42.0,93
58291,Sokol Blosser,Pinot Noir,US,Oregon,60.0,91
58292,Tezza,"Corvina, Rondinella, Molinara",Italy,Veneto,70.0,90
58293,El Esteco,Torrontés,Argentina,Other,17.0,88
58294,Prunotto,Dolcetto,Italy,Piedmont,17.0,88
58295,Marqués de Almonacid,Tempranillo-Garnacha,Spain,Northern Spain,10.0,85
58296,Proidl,Grüner Veltliner,Austria,Kremstal,40.0,95
58297,Domaine de la,Pinot Gris,France,Alsace,22.0,89
58298,Castello di Spessa,Pinot Bianco,Italy,Northeastern Italy,25.0,91
58299,Baron Knyphausen,Riesling,Germany,Rheingau,85.0,90
58300,Wakefield,Chardonnay,Australia,South Australia,17.0,88
58301,Borra,Red Blend,US,California,25.0,82
58302,Louis Jadot,Pinot Noir,France,Burgundy,132.0,93
58303,Fiddlehead,Pinot Noir,US,California,42.0,92
58304,Albert Bichot,Chardonnay,France,Burgundy,90.0,89
58305,Lost Canyon,Pinot Noir,US,California,45.0,88
58306,Uccelliera,Sangiovese Grosso,Italy,Tuscany,125.0,92
58307,Korbel,Sparkling Blend,US,California,13.0,86
58308,Stella Fino,Sangiovese,US,Washington,21.0,87
58309,Angelo Cellars,Cabernet Sauvignon,US,California,80.0,91
58310,Bodega Poesia,Malbec,Argentina,Mendoza Province,90.0,89
58311,K Vintners,Syrah,US,Washington,70.0,93
58312,Foxen,Chardonnay,US,California,35.0,94
58313,Robert Hall,Rosé,US,California,14.0,86
58314,Laetitia,Pinot Noir,US,California,60.0,95
58315,Judd's Hill,Cabernet Sauvignon,US,California,55.0,91
58316,Viña Eguía,Tempranillo,Spain,Northern Spain,15.0,86
58317,Astrale e Terra,Syrah,US,California,35.0,82
58318,Prospect 772,Rhône-style Red Blend,US,California,36.0,90
58319,Gary Farrell,Pinot Noir,US,California,55.0,94
58320,François Baur,Riesling,France,Alsace,22.0,90
58321,Ignacio Marín,Garnacha,Spain,Northern Spain,25.0,86
58322,Nuna,Torrontés,Argentina,Other,17.0,87
58323,Bacalhôa Wines of,Portuguese Red,Portugal,Alentejano,12.0,86
58324,Two Moons,Rhône-style Red Blend,US,California,45.0,89
58325,Château Latour-Laguens,Bordeaux-style Red Blend,France,Bordeaux,20.0,84
58326,Domaine de Villargeau,Sauvignon Blanc,France,Loire Valley,18.0,85
58327,Snake River,Cabernet Sauvignon,US,Idaho,16.0,83
58328,Fetzer,Zinfandel,US,California,10.0,86
58329,Torres,Cabernet Sauvignon,Spain,Catalonia,19.0,87
58330,Cave du Roi,Sparkling Blend,France,Alsace,50.0,89
58331,Guglielmo,Charbono,US,California,25.0,85
58332,Fairvalley,Chenin Blanc,South Africa,Western Cape,11.0,85
58333,Col d'Orcia,Red Blend,Italy,Tuscany,68.0,92
58334,WillaKenzie Estate,Pinot Noir,US,Oregon,55.0,91
58335,Jean Laurent,Champagne Blend,France,Champagne,155.0,93
58336,Les Vignerons des,Melon,France,Loire Valley,15.0,87
58337,Bodega Cuarto Dominio,Pinot Grigio,Argentina,Mendoza Province,15.0,82
58338,Stonegate,Chardonnay,US,California,16.0,84
58339,Anthony Nappa,Merlot,US,New York,25.0,90
58340,Silenus,Merlot,US,California,36.0,90
58341,Rappahannock Cellars,Cabernet Franc,US,Virginia,36.0,87
58342,Justin,Rhône-style Red Blend,US,California,95.0,93
58343,Trivento,Malbec,Argentina,Mendoza Province,21.0,92
58344,Ehret,Cabernet Sauvignon,US,California,34.0,87
58345,Sattler,St. Laurent,Austria,Burgenland,15.0,90
58346,Quady North,Syrah,US,Oregon,65.0,90
58347,Château de Cénac,Malbec,France,Southwest France,44.0,88
58348,Marimar Estate,Pinot Noir,US,California,44.0,87
58349,Solitary Cellars,Cabernet Sauvignon,US,California,34.0,87
58350,Terra Valentine,Cabernet Sauvignon,US,California,40.0,84
58351,Lapostolle,Cabernet Sauvignon,Chile,Rapel Valley,12.0,86
58352,Nigl,Sparkling Blend,Austria,Österreichischer Sekt,32.0,89
58353,Château Routas,Rosé,France,Provence,14.0,87
58354,Standing Stone,Saperavi,US,New York,30.0,86
58355,Lucien Albrecht,Riesling,France,Alsace,30.0,88
58356,Lamadrid,Malbec,Argentina,Mendoza Province,15.0,86
58357,Melrose,Syrah,US,Oregon,20.0,85
58358,Gino Fasoli,Red Blend,Italy,Veneto,28.0,89
58359,Spangler,Cabernet Franc,US,Oregon,28.0,84
58360,Gianelli,Aglianico,US,California,28.0,89
58361,Rack & Riddle,Sparkling Blend,US,California,20.0,88
58362,Giacomo Ascheri,Nebbiolo,Italy,Piedmont,60.0,91
58363,Ugly Duckling,Cabernet Sauvignon,US,California,12.0,83
58364,Thomas Fogarty,Gewürztraminer,US,California,17.0,90
58365,Love That Red,Bordeaux-style Red Blend,US,Washington,36.0,88
58366,Chono,Syrah,Chile,Elqui Valley,12.0,86
58367,Neudorf,Pinot Noir,New Zealand,Nelson,26.0,86
58368,Hyland,Pinot Noir,US,Oregon,60.0,92
58369,Domaine Sainte Léocadie,Rhône-style Red Blend,France,Languedoc-Roussillon,30.0,87
58370,Global Wines,Portuguese Red,Portugal,Alentejano,45.0,93
58371,Palmer,Merlot,US,New York,18.0,83
58372,Leyda,Sauvignon Blanc,Chile,Leyda Valley,11.0,86
58373,Henry Fessy,Gamay,France,Beaujolais,9.0,85
58374,Ca' Momi,Sparkling Blend,US,California,15.0,87
58375,Dominio de Tares,Mencía,Spain,Northern Spain,32.0,90
58376,Murphy-Goode,Pinot Noir,US,California,15.0,84
58377,3 Horse Ranch,Bordeaux-style Red Blend,US,America,35.0,88
58378,A Blooming Hill,Pinot Noir,US,Oregon,30.0,85
58379,Bisol,Glera,Italy,Veneto,45.0,88
58380,Allure,Moscato,US,California,15.0,87
58381,Montes,Pinot Noir,Chile,Casablanca Valley,22.0,87
58382,Casa Montes,Malbec,Argentina,Other,10.0,86
58383,St. Francis,Merlot,US,California,20.0,88
58384,Château Carpe Diem,Rosé,France,Provence,24.0,87
58385,Maryhill,Sangiovese,US,Washington,34.0,87
58386,Agate Ridge,Cabernet Sauvignon,US,Oregon,28.0,85
58387,Jamesport,Merlot,US,New York,25.0,87
58388,Chatom Vineyards,Zinfandel,US,California,20.0,86
58389,Palliser Estate,Pinot Noir,New Zealand,Martinborough,35.0,90
58390,Mauro,Tempranillo Blend,Spain,Northern Spain,50.0,91
58391,Musetta,Sauvignon Blanc,US,California,22.0,86
58392,Leonetti Cellar,Bordeaux-style Red Blend,US,Washington,150.0,94
58393,Kuentz-Bas,Pinot Gris,France,Alsace,29.0,89
58394,Starling Castle,Riesling,Germany,Mosel,10.0,87
58395,Schlink Haus,Dornfelder,Germany,Rheinhessen,12.0,87
58396,Melrose,Riesling,US,Oregon,16.0,91
58397,Château Coutet,Bordeaux-style White Blend,France,Bordeaux,40.0,94
58398,Donnafugata,Nero d'Avola,Italy,Sicily & Sardinia,20.0,89
58399,Barton & Guestier,Bordeaux-style White Blend,France,Bordeaux,25.0,85
58400,Palma Real,Verdejo,Spain,Northern Spain,12.0,88
58401,Cristom,Syrah,US,Oregon,50.0,88
58402,Santa Rita,Carmenère,Chile,Rapel Valley,20.0,84
58403,Antucura,Cabernet Sauvignon,Argentina,Mendoza Province,13.0,86
58404,Henschke,Riesling,Australia,South Australia,37.0,90
58405,Matchbook,Cabernet Sauvignon,US,California,15.0,88
58406,Sevilen,Syrah,Turkey,Aegean,45.0,89
58407,Papagiannakos,Malagousia,Greece,Attica,22.0,90
58408,L. Tramier &,Chardonnay,France,France Other,11.0,85
58409,City Winery Chicago,Pinot Noir,US,California,32.0,92
58410,Contadi Castaldi,Chardonnay,Italy,Lombardy,34.0,91
58411,Rubissow,Cabernet Sauvignon,US,California,125.0,91
58412,Gainey,Sauvignon Blanc,US,California,20.0,90
58413,Due Cani,Marsanne-Roussanne,US,California,38.0,86
58414,Poseidon,Pinot Noir,US,California,55.0,91
58415,Château Briot,Bordeaux-style White Blend,France,Bordeaux,12.0,85
58416,Roots,Pinot Noir,US,Oregon,40.0,87
58417,Valle Pradinhos,Portuguese Red,Portugal,Trás-os-Montes,21.0,88
58418,Tommasi,Red Blend,Italy,Veneto,75.0,90
58419,Vignobles Brumont,Red Blend,France,Southwest France,25.0,94
58420,Zorzal,Bordeaux-style Red Blend,Argentina,Mendoza Province,100.0,91
58421,Center of Effort,Pinot Noir,US,California,40.0,88
58422,Vini,Cabernet Sauvignon,Bulgaria,Thracian Valley,9.0,87
58423,Lagarde,Viognier,Argentina,Mendoza Province,15.0,81
58424,Pierre Henri Morel,Rhône-style Red Blend,France,Rhône Valley,40.0,86
58425,Giuseppe Cortese,Nebbiolo,Italy,Piedmont,100.0,93
58426,Eric Kent,Pinot Noir,US,California,50.0,91
58427,Mazza Chautauqua Cellars,Riesling,US,New York,14.0,82
58428,Sineann,Red Blend,US,Washington,24.0,88
58429,Gloria Ferrer,Pinot Noir,US,California,27.0,92
58430,Saracina,Cabernet Sauvignon,US,California,44.0,91
58431,Domäne Wachau,Grüner Veltliner,Austria,Wachau,15.0,91
58432,Chronic Cellars,Zinfandel,US,California,24.0,88
58433,Matetic,Chardonnay,Chile,San Antonio,26.0,85
58434,El Vinculo,Tempranillo,Spain,Central Spain,20.0,89
58435,Domaine des Rochelles,Bordeaux-style Red Blend,France,Loire Valley,29.0,90
58436,Castello Banfi,Red Blend,Italy,Tuscany,35.0,92
58437,Finca El Origen,Cabernet Sauvignon,Argentina,Mendoza Province,23.0,91
58438,White Rose,Pinot Noir,US,Oregon,125.0,90
58439,Morse,Viognier-Roussanne,US,California,18.0,84
58440,Noviello,Bordeaux-style Red Blend,US,Washington,48.0,89
58441,Paraduxx,Red Blend,US,California,48.0,88
58442,Massucco,Nebbiolo,Italy,Piedmont,15.0,86
58443,Barboursville Vineyards,Cabernet Franc,US,Virginia,25.0,87
58444,Offley,Port,Portugal,Port,18.0,86
58445,Wiese & Krohn,Port,Portugal,Port,30.0,88
58446,M. Chapoutier,Rosé,France,Rhône Valley,16.0,85
58447,Talisman,Pinot Noir,US,California,46.0,88
58448,Piattelli,Rosé,Argentina,Mendoza Province,16.0,80
58449,Villa Russiz,Sauvignon,Italy,Northeastern Italy,62.0,90
58450,Kunde,Malbec,US,California,35.0,87
58451,Sierra Cantabria,Tempranillo,Spain,Northern Spain,167.0,95
58452,Wilde Farm Wines,Syrah,US,California,36.0,94
58453,Quinta da Lapa,Portuguese Red,Portugal,Tejo,17.0,88
58454,Château Pey la,Bordeaux-style Red Blend,France,Bordeaux,13.0,85
58455,Comartin,Chardonnay,US,California,36.0,89
58456,Raphael,Sauvignon Blanc,US,New York,20.0,88
58457,Santa Ines,Sauvignon Blanc,Chile,Maipo Valley,10.0,87
58458,J. Lohr,G-S-M,US,California,30.0,90
58459,Anciano,Tempranillo,Spain,Central Spain,12.0,84
58460,Cambridge California,Meritage,US,California,23.0,85
58461,Morisfarms,Red Blend,Italy,Tuscany,17.0,87
58462,District,Merlot,US,California,30.0,86
58463,Dorigo,Ribolla Gialla,Italy,Northeastern Italy,29.0,91
58464,MacPhail,Chardonnay,US,California,45.0,89
58465,Ara,Pinot Gris,New Zealand,Marlborough,15.0,90
58466,Domaine Sorin,Rosé,France,Provence,12.0,88
58467,Joseph Drouhin,Pinot Noir,France,Burgundy,24.0,90
58468,Quinta do Pinto,Portuguese Red,Portugal,Lisboa,19.0,92
58469,Boheme,Pinot Noir,US,California,55.0,92
58470,Morse,Rhône-style Red Blend,US,California,22.0,86
58471,Williams Selyem,Chardonnay,US,California,37.0,90
58472,Tussock Jumper,Rosé,Spain,Levante,11.0,85
58473,Pepper Bridge,Bordeaux-style Red Blend,US,Washington,60.0,91
58474,Bodega Norton,Syrah,Argentina,Mendoza Province,18.0,87
58475,No Girls,Grenache,US,Oregon,75.0,94
58476,Point & Line,Pinot Noir,US,California,40.0,94
58477,Desmond,Pinot Noir,US,California,38.0,87
58478,Kirkland Signature,Bordeaux-style Red Blend,France,Bordeaux,23.0,89
58479,Freixenet,Champagne Blend,Spain,Catalonia,16.0,81
58480,B Cellars,Cabernet Sauvignon,US,California,112.0,93
58481,Robert Mondavi,Meritage,US,California,11.0,86
58482,Emmerich Knoll,Traminer,Austria,Wachau,38.0,89
58483,La Mormoraia,Vernaccia,Italy,Tuscany,20.0,87
58484,Market Vineyards,Malbec,US,Washington,35.0,91
58485,Diamond Creek,Cabernet Sauvignon,US,California,200.0,91
58486,Kale,Rhône-style Red Blend,US,California,60.0,90
58487,Solitary Cellars,Tempranillo,US,California,26.0,85
58488,Donkey & Goat,Chardonnay,US,California,35.0,91
58489,Domaine Carrette,Chardonnay,France,Burgundy,23.0,86
58490,Kobler,Viognier,US,California,32.0,91
58491,Paraduxx,Red Blend,US,California,52.0,90
58492,Domaine Gérard Duplessis,Chardonnay,France,Burgundy,45.0,91
58493,José Maria da,Portuguese Red,Portugal,Terras do Sado,23.0,87
58494,Las Valles,Viura-Chardonnay,Spain,Northern Spain,9.0,84
58495,Trapiche,Syrah,Argentina,Mendoza Province,10.0,88
58496,Monte Branco,Portuguese Red,Portugal,Alentejano,26.0,85
58497,Château Magondeau,Rosé,France,Bordeaux,13.0,88
58498,Pierre Sparr,Riesling,France,Alsace,45.0,92
58499,Rogers & Rufus,Rosé,Australia,South Australia,24.0,86
58500,Juslyn Vineyards,Cabernet Sauvignon,US,California,75.0,86
58501,Woodbridge by Robert,Chardonnay,US,California,8.0,82
58502,M. Cosentino,Zinfandel,US,California,30.0,87
58503,Morgan,Chardonnay,US,California,27.0,90
58504,Domaine Vacheron,Sauvignon Blanc,France,Loire Valley,65.0,92
58505,Davis Family,Bordeaux-style Red Blend,US,California,65.0,90
58506,Goldschmidt,Cabernet Sauvignon,US,California,75.0,91
58507,Dancing Bull,Sauvignon Blanc,US,California,12.0,87
58508,Steininger,Grüner Veltliner,Austria,Kamptal,34.0,90
58509,Columbia Crest,Merlot,US,Washington,15.0,88
58510,Tondré,Chardonnay,US,California,25.0,91
58511,Caruso & Minini,Perricone,Italy,Sicily & Sardinia,19.0,88
58512,Portlandia,Pinot Gris,US,Oregon,20.0,90
58513,Vina Robles,Chardonnay,US,California,22.0,87
58514,Château Galès,Bordeaux-style Red Blend,France,Bordeaux,20.0,88
58515,Château de Lagarde,Bordeaux-style Red Blend,France,Bordeaux,13.0,86
58516,Clos Haut-Peyraguey,Bordeaux-style White Blend,France,Bordeaux,29.0,92
58517,Unionville,Chardonnay,US,New Jersey,36.0,83
58518,S.A. Prüm,Riesling,Germany,Mosel,43.0,93
58519,Manuel Olivier,Pinot Noir,France,Burgundy,19.0,85
58520,Tensley,Syrah,US,California,90.0,94
58521,Giacomo Vico,Nebbiolo,Italy,Piedmont,35.0,94
58522,Dry Creek Vineyard,Chenin Blanc,US,California,12.0,89
58523,DaMa,Rhône-style Red Blend,US,Washington,35.0,89
58524,Capichera,Red Blend,Italy,Sicily & Sardinia,113.0,92
58525,August Ridge,Sangiovese,US,California,28.0,86
58526,Bründlmayer,Riesling,Austria,Kamptal,31.0,92
58527,Château Haut Bages,Bordeaux-style Red Blend,France,Bordeaux,33.0,90
58528,Windward Vineyard,Pinot Noir,US,California,38.0,86
58529,Dalton,Sauvignon Blanc,Israel,Galilee,18.0,88
58530,Maximin Grünhäuser,Riesling,Germany,Mosel,59.0,91
58531,Cave de Ribeauvillé,Sparkling Blend,France,Alsace,20.0,89
58532,Bailly-Lapierre,Champagne Blend,France,Burgundy,33.0,91
58533,Buena Vista,Chardonnay,US,California,42.0,90
58534,Fritz Haag,Riesling,Germany,Mosel,22.0,91
58535,Cantina Produttori San,Pinot Bianco,Italy,Northeastern Italy,38.0,91
58536,Harry & David,Chardonnay,US,Oregon,18.0,83
58537,Mas Belles Eaux,Rhône-style Red Blend,France,Languedoc-Roussillon,50.0,90
58538,Chakana,Torrontés,Argentina,Mendoza Province,13.0,87
58539,CK Mondavi,Pinot Grigio,US,California,7.0,84
58540,Tiefenbrunner,Gewürztraminer,Italy,Northeastern Italy,24.0,87
58541,Oak Farm,Albariño,US,California,19.0,85
58542,Château Bélair-Monange,Bordeaux-style Red Blend,France,Bordeaux,160.0,96
58543,Lammershoek,White Blend,South Africa,Swartland,16.0,89
58544,Hightower,Merlot,US,Washington,25.0,90
58545,Château Beaubois,Rhône-style Red Blend,France,Rhône Valley,15.0,88
58546,Chatham,Chardonnay,US,Virginia,18.0,84
58547,Bodegas Valdemar,Tempranillo Blend,Spain,Northern Spain,50.0,83
58548,Midnight,Sangiovese,US,California,36.0,89
58549,Alpha Omega,Chardonnay,US,California,92.0,88
58550,Ochoa,Rosé,Spain,Northern Spain,12.0,87
58551,Coeur d'Alene,Cabernet Franc,US,Washington,32.0,88
58552,Innocent Bystander,Chardonnay,Australia,Australia Other,20.0,88
58553,Bizoe,Syrah,South Africa,Western Cape,30.0,91
58554,Calera,Chardonnay,US,California,30.0,92
58555,Domaine Pral,Gamay,France,Beaujolais,15.0,86
58556,Chateau Les Amoureuses,Grenache,France,Rhône Valley,15.0,86
58557,Donato D'Angelo,Aglianico,Italy,Southern Italy,31.0,89
58558,Tenuta di Trecciano,Red Blend,Italy,Tuscany,25.0,87
58559,Girardet,Chardonnay,US,Oregon,12.0,86
58560,Domaine Zind-Humbrecht,Pinot Gris,France,Alsace,114.0,90
58561,Bründlmayer,Sparkling Blend,Austria,Österreichischer Sekt,44.0,88
58562,Calcareous,Petit Verdot,US,California,28.0,90
58563,Ken Forrester,Chenin Blanc,South Africa,Stellenbosch,55.0,92
58564,Snoqualmie,Gewürztraminer,US,Washington,13.0,83
58565,Twisted,Chardonnay,US,California,8.0,87
58566,Finca Antigua,Garnacha,Spain,Central Spain,12.0,84
58567,Nicolas Feuillatte,Champagne Blend,France,Champagne,36.0,88
58568,Tenute Orestiadi,Grillo,Italy,Sicily & Sardinia,10.0,85
58569,La Bioca,Nebbiolo,Italy,Piedmont,76.0,87
58570,Monte Tondo,White Blend,Italy,Veneto,25.0,85
58571,CàMaiol,Turbiana,Italy,Lombardy,26.0,87
58572,Ehret,Cabernet Sauvignon,US,California,34.0,88
58573,Casa Santos Lima,Portuguese Red,Portugal,Lisboa,10.0,86
58574,Sonora,Zinfandel,US,California,21.0,84
58575,Zeni,"Corvina, Rondinella, Molinara",Italy,Veneto,30.0,89
58576,Abacela,Tempranillo,US,Oregon,45.0,88
58577,H. Blin,Pinot Meunier,France,Champagne,85.0,93
58578,Pasqua,Primitivo,Italy,Southern Italy,14.0,84
58579,Le Macchiole,Cabernet Franc,Italy,Tuscany,130.0,97
58580,Tiamo,Sangiovese,Italy,Southern Italy,11.0,85
58581,Gauguine,Grenache,US,California,30.0,88
58582,Vincent Couche,Champagne Blend,France,Champagne,69.0,93
58583,Sean Thackrey,Pinot Noir,US,California,60.0,94
58584,Principiano Ferdinando,Barbera,Italy,Piedmont,30.0,87
58585,Domaine Zind-Humbrecht,Riesling,France,Alsace,55.0,93
58586,Casa Santos Lima,Portuguese White,Portugal,Lisboa,13.0,87
58587,Joseph Cattin,Sparkling Blend,France,Alsace,21.0,89
58588,Château de Calavon,Red Blend,France,Provence,40.0,91
58589,Pedroncelli,Zinfandel,US,California,18.0,89
58590,Jason-Stephens,Mourvèdre,US,California,28.0,87
58591,Jean-Luc and Paul,Chardonnay,France,Burgundy,57.0,89
58592,Banfi,Sangiovese,Italy,Tuscany,130.0,94
